ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
53	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53451694	53451923	53451763	53451923	53435586	53435744	53	280,179	0,0	230,283	3,0	78	39	0.154507788885383	0.316921426812731	1.0,1.0	0.975,1.0	0.012
55	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53451738	53451923	53451763	53451923	53435586	53435744	55	136,95	0,0	82,119	3,0	64	39	0.171444910216327	0.338436884597699	1.0,1.0	0.943,1.0	0.028
58	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53451694	53451923	53451738	53451923	53438559	53438762	58	150,84	0,0	153,174	0,12	78	39	0.337133466335755	0.497737479522123	1.0,1.0	1.0,0.879	0.06
59	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53451694	53451923	53451738	53451923	53440052	53440195	59	162,84	3,1	165,200	13,9	78	39	0.0153136689936009	0.208079275741004	0.964,0.977	0.864,0.917	0.08
60	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53451694	53451923	53451738	53451923	53440053	53440152	60	150,84	0,0	148,174	1,15	78	39	0.00826897971889984	0.208079275741004	1.0,1.0	0.987,0.853	0.08
61	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53451694	53451923	53451763	53451923	53440053	53440152	61	280,179	0,0	230,282	0,5	78	39	0.164371928803449	0.330176292716296	1.0,1.0	1.0,0.966	0.017
62	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53451738	53451923	53451763	53451923	53440053	53440152	62	130,95	0,0	83,123	0,5	64	39	0.137453368144579	0.293021977871217	1.0,1.0	1.0,0.937	0.031
63	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53451694	53451923	53451738	53451923	53440053	53440155	63	150,84	0,0	148,179	0,13	78	39	0.339379730602134	0.499454288292366	1.0,1.0	1.0,0.873	0.064
66	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53451694	53451923	53451763	53451923	53440053	53440195	66	292,179	0,7	247,308	7,11	78	39	0.226554373568807	0.399951790138104	1.0,0.927	0.946,0.933	0.024
68	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53451738	53451923	53451763	53451923	53440053	53440195	68	133,96	0,7	95,117	7,11	64	39	0.0713229999301935	0.216931106802661	1.0,0.893	0.892,0.866	0.068
72	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53440733	53441135	53440995	53441135	53440056	53440195	72	281,289	0,12	538,572	6,7	78	39	0.999202115572178	0.999202115572178	1.0,0.923	0.978,0.976	-0.015
73	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53451694	53451923	53451763	53451923	53440733	53441135	73	281,179	0,0	236,286	0,3	78	39	0.106070430333858	0.261334989721053	1.0,1.0	1.0,0.979	0.01
74	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53451694	53451923	53451738	53451923	53440995	53441135	74	151,84	5,0	154,178	0,0	78	39	0.0306981522141107	0.208079275741004	0.938,1.0	1.0,1.0	-0.031
75	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53451738	53451923	53451763	53451923	53440995	53441135	75	135,95	0,0	82,108	0,3	64	39	0.0928550588274917	0.247434578725281	1.0,1.0	1.0,0.956	0.022
76	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53451694	53451923	53451763	53451923	53441579	53441802	76	309,183	0,5	240,297	0,0	78	39	0.0451792139144565	0.208079275741004	1.0,0.948	1.0,1.0	-0.026
79	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53451694	53451923	53451738	53451923	53442131	53442291	79	150,84	7,0	148,174	0,0	78	39	0.0317592120946872	0.208079275741004	0.915,1.0	1.0,1.0	-0.042
80	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53451694	53451923	53451763	53451923	53443493	53443626	80	280,179	0,0	236,300	1,0	78	39	0.0806714575466003	0.232434637056142	1.0,1.0	0.992,1.0	0.004
81	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53451694	53451923	53451738	53451923	53445853	53446426	81	167,106	0,0	165,199	10,10	78	39	9.87488838685158e-05	0.113188815507817	1.0,1.0	0.892,0.909	0.099
82	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53451694	53451923	53451763	53451923	53445853	53446426	82	297,201	0,0	247,307	9,0	78	39	0.332615324673626	0.495321188790251	1.0,1.0	0.932,1.0	0.034
83	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53451738	53451923	53451763	53451923	53445853	53446426	83	130,95	0,0	92,118	9,0	64	39	0.335951990776551	0.496788669600609	1.0,1.0	0.862,1.0	0.069
84	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53453077	53453231	53453116	53453231	53451738	53451923	84	36,31	183,268	27,4	234,267	78	39	0.130709367590995	0.287280183358517	0.09,0.055	0.055,0.007	0.041
85	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53453081	53453183	53453116	53453183	53451738	53451923	85	34,10	183,268	15,19	234,267	74	39	0.578008314065571	0.731535573875712	0.089,0.019	0.033,0.036	0.019
104	"ENSMUSG00000071646"	"Mta2"	chr19	+	8923630	8924114	8923630	8923748	8924400	8924500	104	116,113	6,0	51,54	0,0	78	39	0.0728217956630042	0.219237046336561	0.906,1.0	1.0,1.0	-0.047
105	"ENSMUSG00000010097"	"Nxf1"	chr19	+	8739675	8739859	8739675	8739851	8740046	8740200	105	242,200	0,1	171,106	0,0	47	39	0.335869483712153	0.496788669600609	1.0,0.994	1.0,1.0	-0.003
106	"ENSMUSG00000010097"	"Nxf1"	chr19	+	8742285	8744197	8742285	8742395	8744443	8744512	106	530,397	15,2	356,381	0,0	78	39	0.0226456417113514	0.208079275741004	0.946,0.99	1.0,1.0	-0.032
107	"ENSMUSG00000010110"	"Stx5a"	chr19	+	8720716	8720866	8720716	8720787	8725824	8725941	107	8,40	119,174	22,9	126,118	78	39	0.781207886539419	0.911162139644965	0.033,0.103	0.08,0.037	0.01
108	"ENSMUSG00000010110"	"Stx5a"	chr19	+	8726018	8726252	8726018	8726075	8727029	8727136	108	236,210	1,0	141,233	0,0	78	39	0.281421773067331	0.450079574619391	0.992,1.0	1.0,1.0	-0.004
109	"ENSMUSG00000010110"	"Stx5a"	chr19	+	8726170	8726263	8726170	8726252	8727029	8727136	109	0,1	142,154	0,1	111,197	50	39	0.980439674316757	0.999202115572178	0.0,0.005	0.0,0.004	0.001
111	"ENSMUSG00000010095"	"Slc3a2"	chr19	-	8690093	8690267	8690229	8690267	8689197	8689292	111	3594,4314	0,1	2988,3247	7,3	78	39	0.015068225352295	0.208079275741004	1.0,1.0	0.995,0.998	0.004
114	"ENSMUSG00000024889"	"Rce1"	chr19	-	4674687	4674791	4674712	4674791	4674041	4674209	114	0,6	51,14	0,0	10,9	64	39	0.0861629407472682	0.23950515880711	0.0,0.207	0.0,0.0	0.103
117	"ENSMUSG00000118668"	"Rps6ka4"	chr19	-	6817701	6817773	6817747	6817773	6816827	6817046	117	10,82	0,0	35,22	6,1	78	39	0.00203802099384365	0.189305525592017	1.0,1.0	0.745,0.917	0.169
118	"ENSMUSG00000024965"	"Fermt3"	chr19	-	6979937	6980044	6979947	6980044	6979124	6979820	118	61,127	0,8	32,66	0,0	49	39	0.0517468204472793	0.208079275741004	1.0,0.927	1.0,1.0	-0.036
120	"ENSMUSG00000059734"	"Ndufs8"	chr19	-	3962466	3962734	3962469	3962734	3961688	3961746	120	28,6	0,4	0,5	0,0	42	39	0.118859097779178	0.273628185149568	1.0,0.582	NA,1.0	-0.209
122	"ENSMUSG00000001750"	"Tcirg1"	chr19	-	3954584	3954705	3954613	3954705	3954216	3954295	122	758,812	12,6	221,347	9,20	68	39	0.0056544459390232	0.208079275741004	0.973,0.987	0.934,0.909	0.058
132	"ENSMUSG00000025220"	"Oga"	chr19	-	45765325	45767123	45767025	45767123	45764486	45764658	132	282,344	4,0	308,283	0,0	78	39	0.0513954585774696	0.208079275741004	0.972,1.0	1.0,1.0	-0.014
135	"ENSMUSG00000034445"	"Cyb561a3"	chr19	+	10554814	10555257	10554814	10554927	10556345	10556438	135	51,96	5,10	16,38	0,5	78	39	0.999202115572178	0.999202115572178	0.836,0.828	1.0,0.792	-0.064
139	"ENSMUSG00000024661"	"Fth1"	chr19	+	9960067	9961691	9960067	9960347	9961923	9962049	139	53191,57445	0,2	82282,87777	3,18	78	39	0.0608233225880216	0.208079275741004	1.0,1.0	1.0,1.0	0.0
140	"ENSMUSG00000025007"	"Aldh18a1"	chr19	-	40562654	40562813	40562660	40562813	40562214	40562305	140	27,15	0,5	14,25	0,14	45	39	0.347466912104957	0.50932351822062	1.0,0.722	1.0,0.607	0.057
141	"ENSMUSG00000024829"	"Mrpl21"	chr19	+	3334759	3334833	3334759	3334817	3335309	3335395	141	4,3	34,62	0,0	20,0	55	39	0.125935525995734	0.283083704418882	0.077,0.033	0.0,NA	0.055
145	"ENSMUSG00000024773"	"Atg2a"	chr19	+	6305130	6305301	6305130	6305295	6305438	6305568	145	38,47	143,122	58,131	332,344	45	39	0.384967368332476	0.545733137544223	0.187,0.25	0.131,0.248	0.029
146	"ENSMUSG00000057858"	"Fam204a"	chr19	-	60214663	60215129	60215075	60215129	60208471	60208571	146	13,8	0,3	5,3	0,0	78	39	0.17044269648987	0.337227824385537	1.0,0.571	1.0,1.0	-0.215
147	"ENSMUSG00000057858"	"Fam204a"	chr19	-	60214663	60215129	60215075	60215129	60209485	60209736	147	14,10	9,9	5,8	3,1	78	39	0.175110120501913	0.343515957934117	0.438,0.357	0.455,0.8	-0.23
148	"ENSMUSG00000024921"	"Smarca2"	chr19	+	26659270	26659513	26659270	26659339	26661208	26661322	148	151,102	0,8	132,157	1,9	78	39	0.999202115572178	0.999202115572178	1.0,0.864	0.985,0.897	-0.009
152	"ENSMUSG00000059363"	"Fxn"	chr19	-	24249667	24249831	24249710	24249831	24244665	24244763	152	0,1	4,7	0,0	2,0	78	39	0.999202115572178	0.999202115572178	0.0,0.067	0.0,NA	0.034
172	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75498839	75498933	75498865	75498933	75498145	75498330	172	0,11	0,0	1,2	3,10	65	39	0.0115728246984353	0.208079275741004	NA,1.0	0.167,0.107	0.863
187	"ENSMUSG00000117401"	"4833419F23Rik"	chr18	+	4354100	4354244	4354100	4354192	4365510	4365659	187	0,18	0,0	0,3	3,0	78	39	0.999202115572178	0.999202115572178	NA,1.0	0.0,1.0	0.5
188	"ENSMUSG00000117401"	"4833419F23Rik"	chr18	+	4354100	4354244	4354100	4354192	4367858	4368040	188	0,14	3,33	0,3	6,5	78	39	0.929047447723334	0.999202115572178	0.0,0.175	0.0,0.231	-0.028
222	"ENSMUSG00000042660"	"Wdr55"	chr18	+	36895710	36895820	36895710	36895810	36895901	36896071	222	1,0	4,11	9,2	9,0	49	39	0.0199323351776238	0.208079275741004	0.166,0.0	0.443,1.0	-0.639
223	"ENSMUSG00000024483"	"Ankhd1"	chr18	+	36774451	36774558	36774451	36774531	36774629	36774746	223	0,13	10,0	3,0	0,0	66	39	0.0557632378582948	0.208079275741004	0.0,1.0	1.0,NA	-0.5
224	"ENSMUSG00000024483"	"Ankhd1"	chr18	+	36789738	36789915	36789738	36789887	36791026	36791191	224	0,6	169,158	0,1	84,150	67	39	0.130917208545714	0.287394443521781	0.0,0.022	0.0,0.004	0.009
225	"ENSMUSG00000038773"	"Kdm3b"	chr18	+	34962220	34962351	34962220	34962311	34963181	34963301	225	133,128	0,0	59,70	4,0	78	39	0.158344634556341	0.321218378571939	1.0,1.0	0.881,1.0	0.059
227	"ENSMUSG00000037236"	"Matr3"	chr18	+	35712318	35712371	35712318	35712363	35714222	35714348	227	151,147	2,0	43,65	0,0	47	39	0.283586631901176	0.452429613757774	0.984,1.0	1.0,1.0	-0.008
230	"ENSMUSG00000036452"	"Arhgap26"	chr18	+	39490605	39490881	39490605	39490716	39496169	39496261	230	10,20	28,38	10,44	48,81	78	39	0.577363901637593	0.731535573875712	0.152,0.208	0.094,0.214	0.026
232	"ENSMUSG00000024287"	"Thoc1"	chr18	+	9986288	9986603	9986288	9986355	9986690	9986761	232	135,191	0,5	12,45	0,0	78	39	0.175664371046765	0.343515957934117	1.0,0.95	1.0,1.0	-0.025
233	"ENSMUSG00000057440"	"Mpp7"	chr18	-	7626728	7626817	7626732	7626817	7561725	7561872	233	25,20	2,2	23,6	7,0	43	39	0.273974775974217	0.442003050653067	0.919,0.901	0.749,1.0	0.035
234	"ENSMUSG00000024236"	"Svil"	chr18	+	5099433	5099710	5099433	5099697	5103574	5103726	234	73,115	4,0	248,305	0,11	52	39	0.547084111665709	0.702034169736651	0.932,1.0	1.0,0.954	-0.011
235	"ENSMUSG00000024424"	"Ttc39c"	chr18	+	12828292	12828647	12828292	12828619	12830947	12831116	235	6,1	2,0	19,6	11,4	67	39	0.070514588886222	0.216354246100155	0.636,1.0	0.501,0.466	0.335
237	"ENSMUSG00000033016"	"Nfatc1"	chr18	-	80678616	80679291	80678905	80679291	80649419	80651240	237	52,164	54,76	46,35	0,37	78	39	0.334958109465335	0.496788669600609	0.325,0.519	1.0,0.321	-0.238
241	"ENSMUSG00000024431"	"Nr3c1"	chr18	-	39561666	39561833	39561669	39561833	39557435	39557552	241	1,7	47,37	8,3	86,109	42	39	0.447992345057602	0.609426421054055	0.019,0.149	0.08,0.025	0.031
245	"ENSMUSG00000003778"	"Brd8"	chr18	-	34741470	34743002	34742857	34743002	34740827	34741108	245	108,91	8,16	50,45	0,0	78	39	0.0215714754944585	0.208079275741004	0.871,0.74	1.0,1.0	-0.195
247	"ENSMUSG00000014504"	"Srp19"	chr18	+	34464802	34467417	34464802	34464878	34467509	34467621	247	62,80	2,0	36,35	0,0	78	39	0.253611116948459	0.425144454229961	0.939,1.0	1.0,1.0	-0.03
248	"ENSMUSG00000024384"	"Iws1"	chr18	+	32212723	32213630	32212723	32213038	32216318	32216511	248	247,218	0,1	49,93	0,0	78	39	0.48381985205718	0.644161593641473	1.0,0.991	1.0,1.0	-0.004
249	"ENSMUSG00000024384"	"Iws1"	chr18	+	32212723	32213630	32212723	32213038	32216321	32216511	249	166,146	5,0	29,57	0,0	78	39	0.167849093065986	0.33365527619656	0.943,1.0	1.0,1.0	-0.028
259	"ENSMUSG00000096768"	"Erdr1y"	chrY	+	90796858	90797248	90796858	90796988	90804564	90804686	259	15,12	1,2	0,8	0,0	78	39	0.162060141528312	0.327315335134948	0.882,0.75	NA,1.0	-0.184
277	"ENSMUSG00000097154"	"Gm26510"	chr17	-	71181628	71181900	71181792	71181900	71180978	71181277	277	5,6	0,1	20,0	0,0	78	39	0.946929995551466	0.999202115572178	1.0,0.75	1.0,NA	-0.125
279	"ENSMUSG00000097154"	"Gm26510"	chr17	-	71181628	71181900	71181787	71181900	71180983	71181277	279	8,6	4,0	20,0	0,0	78	39	0.0961138239449131	0.250403303497276	0.5,1.0	1.0,NA	-0.25
298	"ENSMUSG00000140191"	NA	chr17	+	8447305	8447546	8447305	8447542	8448127	8448180	298	4,0	0,0	0,0	5,0	43	39	0.0561739324795462	0.208079275741004	1.0,NA	0.0,NA	1.0
311	"ENSMUSG00000097727"	"F630040K05Rik"	chr17	+	46087083	46087344	46087083	46087208	46090184	46090317	311	4,8	9,0	0,0	0,7	78	39	0.0522575125280578	0.208079275741004	0.182,1.0	NA,0.0	0.591
360	"ENSMUSG00000121503"	"H2-K2"	chr17	-	34196844	34197497	34197227	34197497	34194714	34194989	360	102,88	0,0	71,90	0,2	78	39	0.0650039339513603	0.211406092074618	1.0,1.0	1.0,0.957	0.022
361	"ENSMUSG00000121503"	"H2-K2"	chr17	-	34197096	34197497	34197227	34197497	34194714	34194989	361	33,30	0,0	50,33	0,2	78	39	0.129977574542598	0.286696946718362	1.0,1.0	1.0,0.892	0.054
362	"ENSMUSG00000121503"	"H2-K2"	chr17	-	34197096	34197497	34197227	34197497	34196844	34196946	362	33,30	0,0	50,33	0,7	78	39	0.320398338457225	0.487414686537667	1.0,1.0	1.0,0.702	0.149
363	"ENSMUSG00000121503"	"H2-K2"	chr17	-	34197096	34197497	34197227	34197497	34196844	34197020	363	35,30	0,24	50,39	6,0	78	39	0.554169650187003	0.709645024267246	1.0,0.385	0.806,1.0	-0.211
375	"ENSMUSG00000034116"	"Vav1"	chr17	+	57586099	57586401	57586099	57586284	57602981	57603098	375	1037,1148	0,2	334,524	0,0	78	39	0.258409211274208	0.429672304409052	1.0,0.997	1.0,1.0	-0.002
377	"ENSMUSG00000042625"	"Safb2"	chr17	-	56885636	56885844	56885640	56885844	56884842	56884905	377	16,94	147,119	61,68	85,123	43	39	0.379990696640697	0.541920220112486	0.09,0.417	0.394,0.334	-0.11
378	"ENSMUSG00000042625"	"Safb2"	chr17	-	56885636	56885844	56885692	56885844	56884842	56884905	378	147,206	0,8	111,176	0,20	78	39	0.121530898230955	0.277698855437275	1.0,0.928	1.0,0.815	0.056
379	"ENSMUSG00000042625"	"Safb2"	chr17	-	56885640	56885844	56885692	56885844	56884842	56884905	379	278,231	0,8	135,231	0,20	78	39	0.122148404447039	0.278057741759683	1.0,0.935	1.0,0.852	0.042
381	"ENSMUSG00000036636"	"Clcn7"	chr17	+	25370677	25370732	25370677	25370728	25371321	25371382	381	128,113	5,13	40,77	10,4	43	39	0.492915449956501	0.649609074396581	0.959,0.887	0.784,0.946	0.058
383	"ENSMUSG00000024369"	"Nelfe"	chr17	+	35069383	35069650	35069383	35069438	35069886	35069969	383	38,25	0,11	0,3	0,5	78	39	0.132091090426867	0.288511403995244	1.0,0.532	NA,0.231	0.535
389	"ENSMUSG00000024163"	"Mapk8ip3"	chr17	-	25125120	25125202	25125147	25125202	25124141	25124272	389	117,107	9,3	35,34	9,26	66	39	0.0195873835963462	0.208079275741004	0.885,0.955	0.697,0.436	0.353
390	"ENSMUSG00000024163"	"Mapk8ip3"	chr17	-	25136968	25137110	25137061	25137110	25133432	25133679	390	74,46	20,21	35,22	2,3	78	39	0.0312885508388343	0.208079275741004	0.649,0.523	0.897,0.786	-0.255
394	"ENSMUSG00000046711"	"Hmga1"	chr17	+	27775641	27776040	27775641	27775683	27778506	27778644	394	106,116	15,25	33,49	1,13	78	39	0.52537008196847	0.677944318509348	0.779,0.699	0.943,0.653	-0.059
395	"ENSMUSG00000046711"	"Hmga1"	chr17	+	27778506	27778677	27778506	27778644	27779889	27779985	395	4,14	3,0	13,17	0,0	72	39	0.0422146920380929	0.208079275741004	0.419,1.0	1.0,1.0	-0.29
396	"ENSMUSG00000046711"	"Hmga1"	chr17	+	27778506	27778677	27778506	27778644	27779901	27779985	396	111,215	85,141	86,111	92,68	72	39	0.493033880429391	0.649609074396581	0.414,0.452	0.336,0.469	0.031
397	"ENSMUSG00000046711"	"Hmga1"	chr17	+	27778506	27778677	27778506	27778644	27779905	27779985	397	4,25	0,1	13,17	0,0	72	39	0.262051108869477	0.431079223788939	1.0,0.931	1.0,1.0	-0.034
398	"ENSMUSG00000023861"	"Mpc1"	chr17	+	8512246	8512327	8512246	8512250	8515366	8515463	398	6,4	64,50	26,5	123,133	78	39	0.974322483210311	0.999202115572178	0.045,0.038	0.096,0.018	-0.016
400	"ENSMUSG00000025733"	"Rhot2"	chr17	-	26059195	26059309	26059228	26059309	26058958	26059081	400	7,5	53,32	0,4	15,17	72	39	0.577788183491291	0.731535573875712	0.067,0.078	0.0,0.113	0.016
405	"ENSMUSG00000038425"	"Poli"	chr18	-	70657801	70658599	70658446	70658599	70656233	70656470	405	0,7	6,5	0,0	0,1	78	39	0.197289301812899	0.367847798324556	0.0,0.412	NA,0.0	0.206
406	"ENSMUSG00000007035"	"Msh5"	chr17	-	35251614	35251845	35251735	35251845	35251316	35251397	406	1,0	0,0	0,0	0,12	78	39	NA	NA	1.0,NA	NA,0.0	1.0
408	"ENSMUSG00000073468"	"Sft2d1"	chr17	+	8540631	8540972	8540631	8540667	8542108	8542167	408	56,53	277,174	45,60	173,192	78	39	0.330012358860645	0.492972090304157	0.092,0.132	0.115,0.135	-0.013
409	"ENSMUSG00000073468"	"Sft2d1"	chr17	+	8540631	8542167	8540631	8540667	8543265	8543295	409	282,183	0,7	306,307	0,0	78	39	0.0387360841611808	0.208079275741004	1.0,0.929	1.0,1.0	-0.035
412	"ENSMUSG00000035929"	"H2-Q4"	chr17	+	35598795	35599612	35598795	35599149	35601833	35602109	412	284,223	6,0	202,297	0,0	78	39	0.0429540256171641	0.208079275741004	0.959,1.0	1.0,1.0	-0.02
413	"ENSMUSG00000023903"	"Mmp25"	chr17	-	23850312	23850469	23850316	23850469	23849979	23850237	413	0,0	40,49	1,0	107,131	43	39	0.101657648569111	0.257495472474505	0.0,0.0	0.008,0.0	-0.004
416	"ENSMUSG00000024188"	"Luc7l"	chr17	+	26471939	26473362	26471939	26472065	26474004	26474099	416	1,7	14,23	0,4	1,4	78	39	0.22048058549995	0.393578121647538	0.034,0.132	0.0,0.333	-0.084
421	"ENSMUSG00000034165"	"Ccnd3"	chr17	+	47889633	47889717	47889633	47889698	47904533	47904777	421	24,32	6,0	30,46	4,12	58	39	0.145762816601332	0.303713710523002	0.729,1.0	0.835,0.72	0.087
422	"ENSMUSG00000034165"	"Ccnd3"	chr17	+	47889633	47889717	47889633	47889698	47904569	47904777	422	19,19	0,2	16,37	1,0	58	39	0.395663737532921	0.556949566420387	1.0,0.865	0.915,1.0	-0.025
425	"ENSMUSG00000024300"	"Myo1f"	chr17	+	33817116	33817297	33817116	33817286	33820024	33820170	425	2,6	311,287	2,0	272,294	50	39	0.106619509829028	0.261334989721053	0.005,0.016	0.006,0.0	0.008
426	"ENSMUSG00000024299"	"Adamts10"	chr17	+	33747653	33748000	33747653	33747802	33749106	33749263	426	47,26	0,0	7,40	2,0	78	39	0.309515586830775	0.478814380969756	1.0,1.0	0.636,1.0	0.182
427	"ENSMUSG00000024299"	"Adamts10"	chr17	+	33757544	33757675	33757544	33757669	33762171	33762279	427	5,1	3,4	0,0	7,9	45	39	0.0213298535932315	0.208079275741004	0.591,0.178	0.0,0.0	0.384
428	"ENSMUSG00000024299"	"Adamts10"	chr17	+	33757544	33757686	33757544	33757669	33762171	33762279	428	17,10	3,4	14,0	7,9	56	39	0.192302447944921	0.364421996791918	0.798,0.635	0.582,0.0	0.426
429	"ENSMUSG00000024299"	"Adamts10"	chr17	+	33757544	33757686	33757544	33757675	33762171	33762279	429	17,10	5,1	14,0	0,0	50	39	0.11070027751029	0.265487961186127	0.726,0.886	1.0,NA	-0.194
433	"ENSMUSG00000058392"	"Rrp1b"	chr17	+	32264902	32265203	32264902	32264985	32266647	32266705	433	5,11	16,17	27,26	28,83	78	39	0.809515779029894	0.935750372466413	0.135,0.244	0.325,0.135	-0.041
434	"ENSMUSG00000058392"	"Rrp1b"	chr17	+	32264902	32265203	32264902	32264985	32267526	32267612	434	2,4	0,4	13,19	0,15	78	39	0.999202115572178	0.999202115572178	1.0,0.333	1.0,0.388	-0.027
435	"ENSMUSG00000058392"	"Rrp1b"	chr17	+	32274078	32274289	32274078	32274098	32274884	32274971	435	8,8	36,9	29,17	40,51	78	39	0.578704172803794	0.731913919513166	0.1,0.308	0.266,0.143	-0.001
437	"ENSMUSG00000006705"	"Pknox1"	chr17	+	31800777	31801024	31800777	31801016	31802669	31802777	437	14,15	8,0	1,18	0,0	47	39	0.216965859030816	0.389408597638315	0.592,1.0	1.0,1.0	-0.204
438	"ENSMUSG00000023952"	"Gtpbp2"	chr17	+	46471957	46472252	46471957	46472217	46474408	46474435	438	50,52	0,7	29,16	4,0	74	39	0.999202115572178	0.999202115572178	1.0,0.797	0.793,1.0	0.002
440	"ENSMUSG00000062859"	"Tcp11"	chr17	-	28298895	28299279	28299132	28299279	28296959	28297032	440	2,6	3,0	0,8	0,0	78	39	0.975938289861424	0.999202115572178	0.25,1.0	NA,1.0	-0.375
442	"ENSMUSG00000024097"	"Srsf7"	chr17	-	80511550	80511661	80511559	80511661	80510119	80510173	442	72,62	90,100	58,39	26,20	48	39	0.00574617658384424	0.208079275741004	0.394,0.335	0.644,0.613	-0.264
443	"ENSMUSG00000024097"	"Srsf7"	chr17	-	80511550	80511661	80511583	80511661	80510119	80510173	443	116,105	34,44	88,60	0,19	72	39	0.236963481268014	0.406853500426646	0.649,0.564	1.0,0.631	-0.209
444	"ENSMUSG00000024097"	"Srsf7"	chr17	-	80511559	80511661	80511583	80511661	80510119	80510173	444	134,143	34,44	56,41	0,19	63	39	0.327204088275209	0.492140569966953	0.709,0.668	1.0,0.572	-0.098
445	"ENSMUSG00000038954"	"Supt3"	chr17	+	45352102	45352273	45352102	45352193	45359168	45359279	445	4,34	4,0	0,10	0,0	78	39	0.999202115572178	0.999202115572178	0.333,1.0	NA,1.0	-0.334
452	"ENSMUSG00000056492"	"Adgrf5"	chr17	+	43714808	43714988	43714808	43714934	43721392	43721447	452	39,24	37,32	2,32	20,8	78	39	0.809901081592405	0.935750372466413	0.345,0.273	0.048,0.667	-0.049
