ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
42	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53432441	53433775	53432441	53432953	53433680	53433775	42	665,365	0,1	631,778	24,0	78	39	0.999202115572178	0.999202115572178	1.0,0.995	0.929,1.0	0.033
43	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53434771	53435038	53434771	53434914	53435006	53435038	43	136,66	0,2	206,103	0,0	78	39	0.0604565929033212	0.213931243474547	1.0,0.943	1.0,1.0	-0.028
44	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53435206	53435744	53435206	53435318	53435586	53435744	44	147,75	232,238	106,125	298,268	78	39	0.547882553794766	0.709420690695862	0.241,0.136	0.151,0.189	0.019
45	"ENSMUSG00000097636"	"Mirt1"	chr19	-	53435206	53435744	53435206	53435318	53435629	53435744	45	191,168	0,11	176,279	5,3	78	39	0.999202115572178	0.999202115572178	1.0,0.884	0.946,0.979	-0.02
62	"ENSMUSG00000024764"	"Naa40"	chr19	-	7207086	7207648	7207086	7207170	7207552	7207648	62	24,23	0,5	6,0	0,3	78	39	0.2535906164804	0.433683462375488	1.0,0.697	1.0,0.0	0.349
63	"ENSMUSG00000024764"	"Naa40"	chr19	-	7211468	7212523	7211468	7211521	7212427	7212523	63	0,3	22,18	0,5	17,12	78	39	0.300928512774883	0.484982196004361	0.0,0.077	0.0,0.172	-0.047
64	"ENSMUSG00000024958"	"Gpr137"	chr19	-	6915437	6916242	6915437	6915897	6916123	6916242	64	0,5	16,17	8,0	31,35	78	39	0.528521509728022	0.691556453382311	0.0,0.128	0.114,0.0	0.007
65	"ENSMUSG00000024958"	"Gpr137"	chr19	-	6917719	6918207	6917719	6917769	6917850	6918207	65	2,34	1,3	25,30	3,11	78	39	0.343126033379821	0.528197577262927	0.5,0.85	0.806,0.577	-0.016
66	"ENSMUSG00000071646"	"Mta2"	chr19	+	8923630	8924114	8923630	8923748	8924011	8924114	66	41,57	77,137	15,41	63,64	78	39	0.706864704173963	0.83560329917388	0.21,0.172	0.106,0.243	0.017
67	"ENSMUSG00000010097"	"Nxf1"	chr19	+	8742285	8744197	8742285	8742395	8744160	8744197	67	358,260	175,171	260,290	81,61	78	39	0.0162957400706663	0.172442381028073	0.506,0.432	0.616,0.704	-0.191
68	"ENSMUSG00000010097"	"Nxf1"	chr19	+	8744443	8744647	8744443	8744512	8744591	8744647	68	87,35	265,233	76,88	185,160	78	39	0.0143081097247915	0.172442381028073	0.141,0.07	0.17,0.216	-0.088
69	"ENSMUSG00000010110"	"Stx5a"	chr19	+	8720443	8720787	8720443	8720499	8720716	8720787	69	27,31	94,175	34,35	142,103	78	39	0.206299577677853	0.378804027170322	0.126,0.081	0.107,0.145	-0.022
70	"ENSMUSG00000010110"	"Stx5a"	chr19	+	8726018	8726252	8726018	8726075	8726170	8726252	70	176,100	95,109	57,92	85,53	78	39	0.626805323670822	0.76804459659414	0.481,0.314	0.251,0.465	0.039
71	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8713350	8713661	8713350	8713457	8713539	8713661	71	8,15	9,19	0,2	0,10	78	39	0.125801110502984	0.28127715179976	0.308,0.283	NA,0.091	0.204
72	"ENSMUSG00000063904"	"Dpp3"	chr19	-	4964607	4964962	4964607	4964728	4964837	4964962	72	5,14	24,41	7,0	8,14	78	39	0.549946365457755	0.710327067218439	0.094,0.146	0.304,0.0	-0.032
73	"ENSMUSG00000063904"	"Dpp3"	chr19	-	4966725	4967114	4966725	4966838	4966919	4967114	73	8,12	33,61	0,0	20,13	78	39	0.0251038053349083	0.172442381028073	0.108,0.09	0.0,0.0	0.099
78	"ENSMUSG00000071647"	"Eml3"	chr19	+	8916391	8916649	8916391	8916480	8916551	8916649	78	2,13	28,34	28,15	17,49	78	39	0.158000469130948	0.320014012586702	0.034,0.16	0.452,0.133	-0.195
80	"ENSMUSG00000024965"	"Fermt3"	chr19	-	6979124	6979820	6979124	6979249	6979580	6979820	80	33,106	40,71	83,85	67,85	78	39	0.660158814191815	0.797244437377085	0.292,0.427	0.382,0.333	0.002
81	"ENSMUSG00000024965"	"Fermt3"	chr19	-	6980189	6980448	6980189	6980314	6980398	6980448	81	18,38	69,129	22,30	86,58	78	39	0.403695338016205	0.58288343942226	0.115,0.128	0.113,0.205	-0.038
82	"ENSMUSG00000024960"	"Plcb3"	chr19	-	6931748	6932130	6931748	6931835	6932072	6932130	82	26,33	16,9	11,17	3,5	78	39	0.400952147331362	0.579222279089974	0.448,0.647	0.647,0.63	-0.091
83	"ENSMUSG00000024960"	"Plcb3"	chr19	-	6932574	6933274	6932574	6932725	6933081	6933274	83	7,30	24,34	0,5	5,12	78	39	0.111958610567762	0.266845842950148	0.127,0.306	0.0,0.172	0.131
84	"ENSMUSG00000024787"	"Snx15"	chr19	-	6173859	6174218	6173859	6173980	6174182	6174218	84	3,15	8,6	2,3	13,5	78	39	0.0586216070578757	0.213717976221039	0.158,0.556	0.071,0.231	0.206
85	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4314341	4315177	4314341	4314488	4315130	4315177	85	53,26	33,30	8,50	25,11	78	39	0.999202115572178	0.999202115572178	0.445,0.302	0.138,0.694	-0.042
86	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4316402	4316665	4316402	4316474	4316549	4316665	86	10,13	14,4	7,11	23,22	78	39	0.0183089308644752	0.172442381028073	0.263,0.619	0.132,0.2	0.275
87	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4317774	4318610	4317774	4318006	4318572	4318610	87	20,6	5,13	8,20	12,28	78	39	0.303114623684988	0.48648241213617	0.667,0.188	0.25,0.263	0.171
88	"ENSMUSG00000040663"	"Clcf1"	chr19	+	4270231	4273544	4270231	4270398	4272127	4273544	88	85,55	15,13	31,27	10,0	78	39	0.375351885650273	0.558525188263547	0.739,0.679	0.608,1.0	-0.095
89	"ENSMUSG00000024824"	"Rad9a"	chr19	-	4247337	4247585	4247337	4247402	4247475	4247585	89	16,23	27,28	14,11	6,10	78	39	0.0745889268641433	0.232171568169845	0.229,0.291	0.538,0.355	-0.186
90	"ENSMUSG00000024824"	"Rad9a"	chr19	-	4247337	4247779	4247337	4247585	4247669	4247779	90	3,37	15,28	18,4	11,3	78	39	0.0978908515790207	0.254863215258439	0.091,0.398	0.45,0.4	-0.181
92	"ENSMUSG00000060803"	"Gstp1"	chr19	-	4087103	4087396	4087103	4087191	4087289	4087396	92	0,0	100,45	11,0	54,17	78	39	0.13484813822371	0.290626373577123	0.0,0.0	0.092,0.0	-0.046
94	"ENSMUSG00000001750"	"Tcirg1"	chr19	-	3948547	3948875	3948547	3948638	3948717	3948875	94	364,257	944,898	79,102	351,329	78	39	0.162151758812861	0.325821136678687	0.162,0.125	0.101,0.134	0.026
95	"ENSMUSG00000001750"	"Tcirg1"	chr19	-	3951890	3952556	3951890	3952035	3952343	3952556	95	691,732	244,353	327,320	52,114	78	39	0.0717214660308139	0.229295087848799	0.586,0.509	0.759,0.584	-0.124
96	"ENSMUSG00000001750"	"Tcirg1"	chr19	-	3953045	3953428	3953045	3953172	3953339	3953428	96	174,238	336,445	78,99	82,136	78	39	0.0270503834189667	0.172442381028073	0.206,0.211	0.322,0.267	-0.086
97	"ENSMUSG00000025066"	"Sfr1"	chr19	+	47721068	47721427	47721068	47721143	47721384	47721427	97	227,275	0,0	110,159	1,0	78	39	0.0740239388642656	0.231726301968162	1.0,1.0	0.982,1.0	0.009
106	"ENSMUSG00000025220"	"Oga"	chr19	-	45765325	45767123	45765325	45765456	45767025	45767123	106	43,62	285,346	42,65	279,306	78	39	0.548248116212088	0.709420690695862	0.07,0.082	0.07,0.096	-0.007
110	"ENSMUSG00000024661"	"Fth1"	chr19	+	9960067	9961691	9960067	9960347	9961616	9961691	110	41545,43312	59,41	63605,70063	20,19	78	39	0.00273911888950895	0.172442381028073	0.997,0.998	0.999,0.999	-0.001
111	"ENSMUSG00000024661"	"Fth1"	chr19	+	9961544	9962049	9961544	9961691	9961923	9962049	111	2748,2574	52841,57090	4161,4366	81536,86969	78	39	0.359705662878295	0.543550896098171	0.025,0.022	0.025,0.024	-0.001
112	"ENSMUSG00000024660"	"Incenp"	chr19	-	9855040	9855612	9855040	9855160	9855491	9855612	112	31,15	0,15	0,6	3,27	78	39	0.122345078593217	0.278519669130236	1.0,0.333	0.0,0.1	0.616
113	"ENSMUSG00000024913"	"Lrp5"	chr19	-	3643515	3647480	3643515	3643626	3647243	3647480	113	0,11	14,18	2,0	0,1	78	39	0.800340126946806	0.912006500436746	0.0,0.234	1.0,0.0	-0.383
114	"ENSMUSG00000024908"	"Ppp6r3"	chr19	-	3533527	3537091	3533527	3534916	3536975	3537091	114	0,1	111,245	0,0	84,111	78	39	0.378935111874924	0.562258318576775	0.0,0.002	0.0,0.0	0.001
116	"ENSMUSG00000024947"	"Men1"	chr19	+	6388312	6388991	6388312	6388449	6388855	6388991	116	6,2	15,16	1,0	6,0	78	39	0.346755531669987	0.530345288196616	0.167,0.059	0.077,NA	0.036
118	"ENSMUSG00000024773"	"Atg2a"	chr19	+	6308580	6309015	6308580	6308663	6308893	6309015	118	142,17	156,140	90,90	339,376	78	39	0.564773787925011	0.723754285695137	0.313,0.057	0.117,0.107	0.073
122	"ENSMUSG00000024910"	"Ctsw"	chr19	-	5516047	5516339	5516047	5516173	5516258	5516339	122	0,0	6,4	0,2	8,15	78	39	0.0650854105411884	0.218863472616294	0.0,0.0	0.0,0.062	-0.031
123	"ENSMUSG00000024910"	"Ctsw"	chr19	-	5516258	5516513	5516258	5516339	5516416	5516513	123	10,0	0,5	0,0	0,23	78	39	0.916643824606013	0.999202115572178	1.0,0.0	NA,0.0	0.5
124	"ENSMUSG00000024910"	"Ctsw"	chr19	-	5516608	5517164	5516608	5516763	5517050	5517164	124	9,4	9,11	21,5	0,22	78	39	0.376917979105754	0.560457154866361	0.333,0.154	1.0,0.102	-0.308
126	"ENSMUSG00000118370"	"Gm41750"	chr18	+	62297737	62298442	62297737	62297791	62297917	62298442	126	6,2	1,0	11,5	0,0	78	39	0.144889354508403	0.302358649429973	0.75,1.0	1.0,1.0	-0.125
139	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75497177	75497574	75497177	75497401	75497525	75497574	139	26,13	0,1	4,26	0,0	78	39	0.292226087356809	0.475293129261569	1.0,0.867	1.0,1.0	-0.067
141	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75497177	75497898	75497177	75497401	75497781	75497898	141	6,2	0,13	21,8	0,0	78	39	0.0263164417329447	0.172442381028073	1.0,0.071	1.0,1.0	-0.465
142	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75497177	75497898	75497177	75497405	75497781	75497898	142	6,2	0,5	21,8	0,0	78	39	0.0291879272211252	0.174814388141975	1.0,0.167	1.0,1.0	-0.416
147	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75497177	75498330	75497177	75497918	75498145	75498330	147	10,7	0,0	3,13	5,0	78	39	0.463580502680585	0.634241756363486	1.0,1.0	0.231,1.0	0.384
155	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75498145	75498933	75498145	75498330	75498865	75498933	155	32,26	0,0	27,14	3,10	78	39	0.00260427641836936	0.172442381028073	1.0,1.0	0.818,0.412	0.385
163	"ENSMUSG00000117401"	"4833419F23Rik"	chr18	+	4353035	4354192	4353035	4353507	4354100	4354192	163	10,8	5,13	14,15	4,0	78	39	0.103054406436102	0.260615740299153	0.5,0.235	0.636,1.0	-0.451
165	"ENSMUSG00000087590"	"Epb41l4aos"	chr18	+	33928435	33929039	33928435	33928498	33928905	33929039	165	13,0	4,15	0,4	0,7	78	39	0.012273293028951	0.172442381028073	0.619,0.0	NA,0.222	0.087
193	"ENSMUSG00000091896"	"Ube2d2a"	chr18	+	35933004	35933268	35933004	35933082	35933162	35933268	193	45,49	524,495	56,76	408,523	78	39	0.0121473103262481	0.172442381028073	0.041,0.047	0.064,0.068	-0.022
194	"ENSMUSG00000038773"	"Kdm3b"	chr18	+	34927502	34928833	34927502	34927616	34928727	34928833	194	0,0	60,113	0,3	26,14	78	39	0.184480429622425	0.352902590182446	0.0,0.0	0.0,0.097	-0.049
195	"ENSMUSG00000034006"	"Slc66a2"	chr18	+	80299521	80300333	80299521	80299618	80299996	80300333	195	14,8	29,67	17,15	24,31	78	39	0.0923533829949552	0.248689305345631	0.194,0.056	0.262,0.195	-0.104
196	"ENSMUSG00000036452"	"Arhgap26"	chr18	+	39490605	39490881	39490605	39490716	39490851	39490881	196	22,34	7,10	21,38	20,34	78	39	0.00591865390086288	0.172442381028073	0.611,0.63	0.344,0.358	0.27
198	"ENSMUSG00000024287"	"Thoc1"	chr18	+	9959097	9959315	9959097	9959171	9959254	9959315	198	14,12	36,10	6,0	0,4	78	39	0.999202115572178	0.999202115572178	0.163,0.375	1.0,0.0	-0.231
199	"ENSMUSG00000024287"	"Thoc1"	chr18	+	9986288	9986603	9986288	9986355	9986552	9986603	199	166,137	22,51	6,24	7,0	78	39	0.627344278114844	0.76804459659414	0.79,0.573	0.3,1.0	0.031
200	"ENSMUSG00000024287"	"Thoc1"	chr18	+	9986288	9986761	9986288	9986355	9986690	9986761	200	69,71	0,5	6,20	0,0	78	39	0.155121807265409	0.316943604742136	1.0,0.877	1.0,1.0	-0.061
201	"ENSMUSG00000024287"	"Thoc1"	chr18	+	9986288	9986761	9986288	9986603	9986690	9986761	201	19,5	67,120	0,0	6,25	78	39	0.0417786782922774	0.195664444707162	0.124,0.02	0.0,0.0	0.072
202	"ENSMUSG00000024614"	"Tmx3"	chr18	+	90551344	90552562	90551344	90551398	90552505	90552562	202	6,12	46,84	0,0	26,61	78	39	0.0218547667998643	0.172442381028073	0.061,0.067	0.0,0.0	0.064
207	"ENSMUSG00000024442"	"Dele1"	chr18	+	38385873	38387122	38385873	38386018	38386960	38387122	207	1,7	16,19	0,0	4,5	78	39	0.0721475167489281	0.229605153074411	0.03,0.156	0.0,0.0	0.093
208	"ENSMUSG00000062526"	"Mppe1"	chr18	-	67360874	67362075	67360874	67360949	67362000	67362075	208	11,28	0,5	6,8	0,0	78	39	0.108889747024005	0.265220178155752	1.0,0.737	1.0,1.0	-0.131
209	"ENSMUSG00000062526"	"Mppe1"	chr18	-	67361083	67362075	67361083	67361192	67362000	67362075	209	6,11	40,26	0,11	8,17	78	39	0.999202115572178	0.999202115572178	0.07,0.175	0.0,0.244	0.001
211	"ENSMUSG00000024588"	"Fech"	chr18	-	64590335	64591785	64590335	64591288	64591725	64591785	211	1,0	13,46	0,0	1,3	78	39	0.754863069568914	0.875653710376907	0.037,0.0	0.0,0.0	0.018
212	"ENSMUSG00000003778"	"Brd8"	chr18	-	34741470	34743002	34741470	34741680	34742857	34743002	212	77,94	42,65	27,67	20,34	78	39	0.706475250424301	0.835496789802637	0.478,0.42	0.403,0.496	-0.001
213	"ENSMUSG00000014504"	"Srp19"	chr18	+	34464802	34467417	34464802	34464878	34467345	34467417	213	21,6	4,14	0,14	4,17	78	39	0.319104999244864	0.504887785086404	0.724,0.176	0.0,0.292	0.304
214	"ENSMUSG00000024384"	"Iws1"	chr18	+	32219325	32220205	32219325	32219476	32220122	32220205	214	8,6	67,106	0,5	27,25	78	39	0.69852172304988	0.829400790832747	0.056,0.028	0.0,0.091	-0.003
219	"ENSMUSG00000096768"	"Erdr1y"	chrY	+	90796858	90797248	90796858	90796988	90797095	90797248	219	12,9	3,9	13,23	0,5	78	39	0.0429290507346156	0.196740526437294	0.667,0.333	1.0,0.697	-0.349
220	"ENSMUSG00000096768"	"Erdr1y"	chrY	+	90796858	90797248	90796858	90796988	90797120	90797248	220	19,7	2,0	13,18	0,0	78	39	0.0818690050558276	0.239012963505036	0.826,1.0	1.0,1.0	-0.087
228	"ENSMUSG00000038524"	"Fchsd1"	chr18	-	38096180	38096474	38096180	38096264	38096345	38096474	228	7,22	18,24	5,0	3,11	78	39	0.445962164213118	0.620597467489544	0.163,0.314	0.455,0.0	0.011
229	"ENSMUSG00000075289"	"Carns1"	chr19	-	4220994	4221898	4220994	4221169	4221410	4221898	229	2,0	4,0	55,47	29,40	78	39	0.033610099119971	0.183106541754909	0.2,NA	0.487,0.37	-0.228
234	"ENSMUSG00000097154"	"Gm26510"	chr17	-	71180978	71181900	71180978	71181277	71181792	71181900	234	5,6	0,1	20,0	0,0	78	39	0.946929995551466	0.999202115572178	1.0,0.75	1.0,NA	-0.125
237	"ENSMUSG00000097154"	"Gm26510"	chr17	-	71181346	71182922	71181346	71181900	71182804	71182922	237	4,8	2,9	19,6	0,0	78	39	0.0194124165607595	0.172442381028073	0.5,0.308	1.0,1.0	-0.596
248	"ENSMUSG00000048799"	"Cep120"	chr18	-	53856154	53857653	53856154	53856377	53857425	53857653	248	8,10	30,57	3,5	11,11	78	39	0.238603456656883	0.415694286847292	0.118,0.081	0.12,0.185	-0.053
296	"ENSMUSG00000125468"	NA	chr17	+	24361055	24361572	24361055	24361134	24361424	24361572	296	4,8	0,5	0,9	0,0	78	39	0.107482427961225	0.264769158375799	1.0,0.444	NA,1.0	-0.278
297	"ENSMUSG00000121503"	"H2-K2"	chr17	-	34193612	34194587	34193612	34194053	34194470	34194587	297	62,61	76,88	101,72	36,33	78	39	0.00399017433392357	0.172442381028073	0.29,0.257	0.584,0.522	-0.279
299	"ENSMUSG00000121503"	"H2-K2"	chr17	-	34194470	34194989	34194470	34194587	34194714	34194989	299	55,27	59,38	18,27	57,81	78	39	0.00656762854662096	0.172442381028073	0.318,0.262	0.136,0.143	0.151
301	"ENSMUSG00000121503"	"H2-K2"	chr17	-	34196844	34197497	34196844	34196985	34197096	34197497	301	92,61	0,3	65,81	0,0	78	39	0.0583480746266726	0.213717976221039	1.0,0.91	1.0,1.0	-0.045
302	"ENSMUSG00000121503"	"H2-K2"	chr17	-	34196844	34197497	34196844	34197020	34197096	34197497	302	74,36	2,0	43,51	0,6	78	39	0.806274991072472	0.915689907217558	0.949,1.0	1.0,0.81	0.069
303	"ENSMUSG00000121503"	"H2-K2"	chr17	-	34196844	34197497	34196844	34196946	34197227	34197497	303	112,85	0,0	96,116	0,7	78	39	0.197701192284304	0.369086306130764	1.0,1.0	1.0,0.892	0.054
304	"ENSMUSG00000121503"	"H2-K2"	chr17	-	34196844	34197497	34196844	34197020	34197227	34197497	304	73,48	0,24	77,72	6,0	78	39	0.58885833555029	0.738761454013275	1.0,0.5	0.865,1.0	-0.182
305	"ENSMUSG00000124997"	NA	chr17	-	84469490	84469965	84469490	84469637	84469834	84469965	305	5,34	7,0	27,19	0,0	78	39	0.0393049111471453	0.190503925559849	0.263,1.0	1.0,1.0	-0.369
311	"ENSMUSG00000034116"	"Vav1"	chr17	+	57586099	57586401	57586099	57586284	57586356	57586401	311	740,866	58,81	250,345	7,9	78	39	0.00890729074710084	0.172442381028073	0.864,0.842	0.947,0.95	-0.095
312	"ENSMUSG00000042625"	"Safb2"	chr17	-	56869938	56870431	56869938	56870243	56870361	56870431	312	202,134	87,65	86,151	80,100	78	39	0.0284720681942539	0.173449441352642	0.537,0.508	0.35,0.43	0.132
313	"ENSMUSG00000067722"	"Uqcc4"	chr17	+	25403527	25406636	25403527	25403614	25403693	25406636	313	5,39	9,28	5,13	0,5	78	39	0.0777862387548484	0.235467887597377	0.217,0.411	1.0,0.565	-0.468
331	"ENSMUSG00000007570"	"Fance"	chr17	+	28537035	28537381	28537035	28537130	28537302	28537381	331	3,5	20,1	2,0	0,0	78	39	0.0975753956004889	0.254754844827843	0.07,0.714	1.0,NA	-0.608
332	"ENSMUSG00000046711"	"Hmga1"	chr17	+	27775641	27776040	27775641	27775723	27775925	27776040	332	53,24	1,6	10,47	1,0	78	39	0.340787218340093	0.526362549190481	0.964,0.667	0.833,1.0	-0.101
334	"ENSMUSG00000002308"	"Cd320"	chr17	+	34066468	34067152	34066468	34066699	34066990	34067152	334	0,0	11,13	1,1	7,7	78	39	0.0022672348238546	0.172442381028073	0.0,0.0	0.067,0.067	-0.067
335	"ENSMUSG00000038762"	"Abcf1"	chr17	-	36274017	36274284	36274017	36274128	36274212	36274284	335	23,32	74,102	2,8	31,19	78	39	0.397220978154208	0.577772338734768	0.135,0.136	0.031,0.174	0.033
336	"ENSMUSG00000039220"	"Ppp1r10"	chr17	+	36238801	36239221	36238801	36238902	36239073	36239221	336	10,12	219,202	57,35	320,372	78	39	0.0397978593633982	0.191630733481915	0.022,0.029	0.082,0.045	-0.038
337	"ENSMUSG00000024426"	"Atat1"	chr17	-	36219454	36219858	36219454	36219556	36219744	36219858	337	2,8	13,5	5,2	0,3	78	39	0.321027265286535	0.506780032474388	0.071,0.444	1.0,0.25	-0.367
338	"ENSMUSG00000024426"	"Atat1"	chr17	-	36219979	36220242	36219979	36220040	36220150	36220242	338	12,4	4,0	10,4	0,4	78	39	0.86340500403787	0.962365561609303	0.6,1.0	1.0,0.333	0.134
339	"ENSMUSG00000025728"	"Pigq"	chr17	-	26150647	26151205	26150647	26150801	26151078	26151205	339	28,26	34,68	1,10	18,0	78	39	0.603982236007799	0.749726350634074	0.292,0.16	0.027,1.0	-0.287
340	"ENSMUSG00000025731"	"Mettl26"	chr17	+	26095634	26096143	26095634	26095713	26095923	26096143	340	6,3	0,7	0,0	0,2	78	39	0.230119259819078	0.405468973582732	1.0,0.176	NA,0.0	0.588
341	"ENSMUSG00000025733"	"Rhot2"	chr17	-	26058958	26059309	26058958	26059081	26059195	26059309	341	31,33	0,5	8,0	0,0	78	39	0.999202115572178	0.999202115572178	1.0,0.767	1.0,NA	-0.117
342	"ENSMUSG00000025733"	"Rhot2"	chr17	-	26058958	26059309	26058958	26059081	26059228	26059309	342	38,33	53,32	8,4	15,17	78	39	0.0723576482650542	0.229749938916685	0.264,0.34	0.211,0.105	0.144
344	"ENSMUSG00000025733"	"Rhot2"	chr17	-	26060532	26060829	26060532	26060641	26060730	26060829	344	17,53	30,33	13,2	8,7	78	39	0.79598409595402	0.909742674777915	0.221,0.445	0.448,0.125	0.047
345	"ENSMUSG00000025733"	"Rhot2"	chr17	-	26060730	26061065	26060730	26060829	26060963	26061065	345	25,38	37,13	9,5	4,8	78	39	0.792145765760998	0.906841194519666	0.253,0.594	0.529,0.238	0.04
346	"ENSMUSG00000025733"	"Rhot2"	chr17	-	26061153	26061392	26061153	26061262	26061339	26061392	346	14,20	32,43	14,5	6,10	78	39	0.206058539799113	0.378804027170322	0.179,0.189	0.538,0.2	-0.185
347	"ENSMUSG00000025733"	"Rhot2"	chr17	-	26063062	26063287	26063062	26063144	26063228	26063287	347	6,0	17,24	5,0	4,4	78	39	0.175647391145295	0.344505881016527	0.15,0.0	0.385,0.0	-0.118
348	"ENSMUSG00000057411"	"Antkmt"	chr17	-	26009479	26009957	26009479	26009752	26009906	26009957	348	11,4	8,16	0,0	7,16	78	39	0.0212958924827965	0.172442381028073	0.407,0.111	0.0,0.0	0.259
349	"ENSMUSG00000061046"	"Haghl"	chr17	-	26002476	26002860	26002476	26002556	26002758	26002860	349	4,2	0,11	0,0	5,14	78	39	0.0159980367779107	0.172442381028073	1.0,0.083	0.0,0.0	0.541
350	"ENSMUSG00000061046"	"Haghl"	chr17	-	26003048	26003546	26003048	26003152	26003428	26003546	350	20,5	4,0	7,1	0,0	78	39	0.157228164642068	0.319609473791706	0.714,1.0	1.0,1.0	-0.143
355	"ENSMUSG00000073468"	"Sft2d1"	chr17	+	8540631	8542167	8540631	8540667	8542108	8542167	355	109,61	277,174	97,88	173,192	78	39	0.0439351240758868	0.198740569361102	0.164,0.149	0.219,0.186	-0.046
358	"ENSMUSG00000040048"	"Ndufb10"	chr17	-	24941033	24941494	24941033	24941194	24941354	24941494	358	3,15	28,19	2,14	20,3	78	39	0.341627478400298	0.526785796803996	0.051,0.283	0.048,0.7	-0.207
359	"ENSMUSG00000019320"	"Noxo1"	chr17	+	24918517	24918989	24918517	24918631	24918871	24918989	359	0,0	3,0	3,0	0,0	78	39	0.0591236452804607	0.213717976221039	0.0,NA	1.0,NA	-1.0
361	"ENSMUSG00000035929"	"H2-Q4"	chr17	+	35598795	35599612	35598795	35599149	35599336	35599612	361	125,82	113,115	115,131	106,126	78	39	0.347716774609832	0.530997575500358	0.356,0.263	0.352,0.342	-0.037
362	"ENSMUSG00000023903"	"Mmp25"	chr17	-	23850764	23851607	23850764	23850847	23851522	23851607	362	75,35	85,92	61,85	93,100	78	39	0.232730842356608	0.408266361418788	0.306,0.16	0.247,0.298	-0.039
363	"ENSMUSG00000023903"	"Mmp25"	chr17	-	23858726	23859248	23858726	23858910	23859112	23859248	363	88,135	1,0	117,106	0,10	78	39	0.999202115572178	0.999202115572178	0.978,1.0	1.0,0.841	0.069
