ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
127	"ENSMUSG00000005986"	"Ankrd13d"	chr19	-	4331945	4332070	4331945	4332062	4332196	4332332	127	10,2	3,4	2,11	3,0	47	39	0.447542007061591	0.608796821654881	0.734,0.293	0.356,1.0	-0.164
129	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4315637	4315743	4315637	4315731	4315837	4316026	129	0,0	24,18	2,0	25,47	51	39	0.183616547025383	0.353387543373265	0.0,0.0	0.058,0.0	-0.029
131	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4318572	4318613	4318572	4318610	4319042	4319208	131	15,5	0,1	11,23	13,3	42	39	0.126076729816156	0.281541273344431	1.0,0.823	0.44,0.877	0.253
132	"ENSMUSG00000024824"	"Rad9a"	chr19	-	4247337	4247779	4247337	4247585	4250270	4250370	132	31,38	8,11	4,7	0,0	78	39	0.0415526543940353	0.21333414551597	0.66,0.633	1.0,1.0	-0.353
134	"ENSMUSG00000040247"	"Tbc1d10c"	chr19	-	4237940	4238130	4237940	4238079	4238244	4238310	134	23,17	0,0	129,154	11,1	78	39	0.0138478841668437	0.21333414551597	1.0,1.0	0.854,0.987	0.08
135	"ENSMUSG00000040247"	"Tbc1d10c"	chr19	-	4238244	4238723	4238244	4238310	4238942	4239057	135	21,5	12,9	10,11	70,67	78	39	0.00262137018001929	0.193636476192477	0.467,0.217	0.067,0.076	0.271
136	"ENSMUSG00000040247"	"Tbc1d10c"	chr19	-	4238942	4239057	4238942	4239053	4239211	4239318	136	32,8	0,12	84,64	10,55	43	39	0.54355231228377	0.686869880736902	1.0,0.377	0.884,0.513	-0.01
137	"ENSMUSG00000060803"	"Gstp1"	chr19	-	4087289	4087471	4087289	4087396	4087584	4087620	137	2,2	124,83	1,0	49,43	78	39	0.534326550660496	0.67892758382958	0.008,0.012	0.01,0.0	0.005
140	"ENSMUSG00000001750"	"Tcirg1"	chr19	-	3948547	3948875	3948547	3948638	3948979	3949119	140	1045,864	42,65	421,432	5,27	78	39	0.180987393296495	0.349402759960978	0.926,0.869	0.977,0.889	-0.036
142	"ENSMUSG00000024659"	"Anxa1"	chr19	-	20361838	20361947	20361838	20361943	20362056	20362136	142	400,398	0,7	887,1037	3,2	43	39	0.421303891178522	0.587744628859434	1.0,0.981	0.996,0.998	-0.007
143	"ENSMUSG00000086938"	"4930481A15Rik"	chr19	+	5465035	5465140	5465039	5465140	5456767	5457111	143	6,16	0,0	1,5	0,1	43	39	0.0445437177431223	0.21333414551597	1.0,1.0	1.0,0.819	0.091
157	"ENSMUSG00000024679"	"Ms4a6d"	chr19	-	11567353	11567560	11567353	11567486	11570228	11570285	157	334,447	4,0	38,69	0,0	78	39	0.341165226598112	0.51293561385158	0.977,1.0	1.0,1.0	-0.012
160	"ENSMUSG00000040913"	"Fbxw4"	chr19	-	45567559	45567701	45567559	45567646	45568091	45568232	160	64,68	0,0	21,29	2,0	78	39	0.101414761554549	0.2541568474112	1.0,1.0	0.84,1.0	0.08
162	"ENSMUSG00000025200"	"Cwf19l1"	chr19	-	44120524	44120603	44120524	44120587	44121438	44121523	162	32,0	0,5	12,2	0,13	55	39	0.483152737892023	0.632716909887204	1.0,0.0	1.0,0.098	-0.049
166	"ENSMUSG00000025193"	"Cutc"	chr19	+	43751311	43751445	43751341	43751445	43749127	43749163	166	9,6	3,0	6,10	0,0	69	39	0.0542869078876895	0.21333414551597	0.629,1.0	1.0,1.0	-0.185
169	"ENSMUSG00000060224"	"Pyroxd2"	chr19	-	42735935	42736092	42735935	42736029	42737822	42737842	169	0,2	0,0	0,0	5,6	78	39	0.0558313648906374	0.21333414551597	NA,1.0	0.0,0.0	1.0
171	"ENSMUSG00000025157"	"Zdhhc16"	chr19	+	41927158	41927275	41927246	41927275	41926802	41926891	171	22,16	14,9	5,0	3,17	78	39	0.2569984455514	0.435875342520899	0.44,0.471	0.455,0.0	0.228
176	"ENSMUSG00000032946"	"Rasgrp2"	chr19	+	6452501	6452604	6452581	6452604	6451745	6451893	176	97,41	6,0	240,305	5,0	78	39	0.109317385847777	0.262044322864826	0.89,1.0	0.96,1.0	-0.035
177	"ENSMUSG00000024913"	"Lrp5"	chr19	-	3660038	3660238	3660038	3660209	3662197	3662521	177	24,12	6,0	3,0	0,0	68	39	0.240256303022194	0.419780081678558	0.696,1.0	1.0,NA	-0.152
178	"ENSMUSG00000024908"	"Ppp6r3"	chr19	-	3523768	3523866	3523768	3523815	3528277	3528364	178	122,205	14,46	56,107	15,2	78	39	0.439824812397086	0.603166072214335	0.813,0.69	0.651,0.964	-0.056
180	"ENSMUSG00000024908"	"Ppp6r3"	chr19	-	3576701	3576934	3576701	3576929	3594107	3594255	180	75,119	4,4	26,61	0,0	44	39	0.0349378990726311	0.21333414551597	0.943,0.963	1.0,1.0	-0.047
181	"ENSMUSG00000024947"	"Men1"	chr19	+	6387508	6387549	6387511	6387549	6387182	6387311	181	15,10	1,0	24,14	0,0	42	39	0.180098894155341	0.348704795590912	0.933,1.0	1.0,1.0	-0.033
185	"ENSMUSG00000024910"	"Ctsw"	chr19	-	5516047	5516173	5516047	5516138	5516258	5516513	185	9,9	4,0	8,21	0,3	74	39	0.586964315853393	0.725499266666875	0.543,1.0	1.0,0.787	-0.122
194	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75497177	75497443	75497177	75497401	75497781	75497898	194	1,2	0,13	2,0	0,0	78	39	0.970656172495804	0.999202115572178	1.0,0.071	1.0,NA	-0.465
195	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75497177	75497447	75497177	75497401	75497781	75497898	195	1,2	0,13	2,0	0,0	78	39	0.970656172495804	0.999202115572178	1.0,0.071	1.0,NA	-0.465
196	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75497177	75497574	75497177	75497401	75497781	75497898	196	4,2	0,13	4,8	0,0	78	39	0.0309167532162353	0.21333414551597	1.0,0.071	1.0,1.0	-0.465
197	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75497177	75497443	75497177	75497405	75497781	75497898	197	1,2	0,5	2,0	0,0	77	39	0.968848535088572	0.999202115572178	1.0,0.168	1.0,NA	-0.416
198	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75497177	75497447	75497177	75497405	75497781	75497898	198	1,2	0,5	2,0	0,0	78	39	0.970656172495804	0.999202115572178	1.0,0.167	1.0,NA	-0.416
199	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75497177	75497574	75497177	75497405	75497781	75497898	199	4,2	0,5	4,8	0,0	78	39	0.0346904021529448	0.21333414551597	1.0,0.167	1.0,1.0	-0.416
212	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75498145	75498345	75498145	75498330	75498865	75498933	212	8,9	0,0	5,0	3,10	54	39	0.0288210848493355	0.21333414551597	1.0,1.0	0.546,0.0	0.727
290	"ENSMUSG00000024483"	"Ankhd1"	chr18	+	36747767	36747870	36747815	36747870	36746885	36747029	290	101,143	21,35	31,44	15,27	78	39	0.0130264643143903	0.21333414551597	0.706,0.671	0.508,0.449	0.21
291	"ENSMUSG00000024483"	"Ankhd1"	chr18	+	36788475	36788730	36788526	36788730	36787145	36787319	291	219,281	57,22	162,138	2,16	78	39	0.314859875325155	0.487217017661362	0.658,0.865	0.976,0.812	-0.132
293	"ENSMUSG00000091896"	"Ube2d2a"	chr18	+	35933004	35933268	35933162	35933268	35932893	35932925	293	356,411	0,0	299,400	0,5	78	39	0.14412109170776	0.303032138145081	1.0,1.0	1.0,0.976	0.012
294	"ENSMUSG00000091896"	"Ube2d2a"	chr18	+	35934326	35934420	35934368	35934420	35933162	35933268	294	378,575	13,14	407,331	0,8	78	39	0.221977401478079	0.402513285496749	0.936,0.954	1.0,0.954	-0.032
295	"ENSMUSG00000024349"	"Sting1"	chr18	-	35872092	35872273	35872092	35872150	35872403	35872630	295	62,22	0,0	19,20	4,0	78	39	0.160296249829575	0.324561003551597	1.0,1.0	0.704,1.0	0.148
300	"ENSMUSG00000034300"	"Fam53c"	chr18	+	34901220	34902005	34901223	34902005	34896125	34896183	300	16,26	4,0	29,12	0,0	42	39	0.0525716331219551	0.21333414551597	0.788,1.0	1.0,1.0	-0.106
303	"ENSMUSG00000024283"	"Wac"	chr18	+	7871530	7871744	7871548	7871744	7869990	7870027	303	21,20	154,200	37,15	93,129	57	39	0.254801077470669	0.434324189104768	0.085,0.064	0.214,0.074	-0.069
304	"ENSMUSG00000024283"	"Wac"	chr18	+	7917552	7917675	7917561	7917675	7916051	7916297	304	371,550	39,37	241,327	42,51	48	39	0.00718810758732635	0.21333414551597	0.885,0.924	0.823,0.839	0.074
305	"ENSMUSG00000024283"	"Wac"	chr18	+	7917552	7917675	7917564	7917675	7916051	7916297	305	389,550	2,0	241,333	7,0	51	39	0.170850021124524	0.337838958776501	0.993,1.0	0.963,1.0	0.015
306	"ENSMUSG00000024283"	"Wac"	chr18	+	7917561	7917675	7917564	7917675	7916051	7916297	306	57,37	2,0	42,57	7,0	42	39	0.266030394685664	0.445819294258303	0.964,1.0	0.848,1.0	0.058
307	"ENSMUSG00000024283"	"Wac"	chr18	+	7921421	7921608	7921424	7921608	7920131	7920250	307	206,345	32,10	238,129	3,19	42	39	0.738664638821353	0.861417383120706	0.857,0.97	0.987,0.863	-0.012
308	"ENSMUSG00000073639"	"Rab18"	chr18	+	6778476	6778556	6778494	6778556	6770053	6770109	308	1,0	70,124	0,0	18,44	57	39	0.481576075530931	0.632513490398188	0.01,0.0	0.0,0.0	0.005
309	"ENSMUSG00000024236"	"Svil"	chr18	+	5114507	5114686	5114530	5114686	5108574	5108708	309	1,3	81,122	5,0	286,235	62	39	0.229856103726846	0.410385515539301	0.008,0.015	0.011,0.0	0.006
311	"ENSMUSG00000024231"	"Cul2"	chr18	+	3414129	3414224	3414173	3414224	3405684	3405787	311	41,45	0,0	45,39	0,4	78	39	0.170862632595719	0.337838958776501	1.0,1.0	1.0,0.83	0.085
313	"ENSMUSG00000041238"	"Rbbp8"	chr18	+	11853566	11853714	11853601	11853714	11851889	11851987	313	29,28	64,65	1,8	52,57	74	39	0.0586263722740125	0.213456683902513	0.193,0.185	0.01,0.069	0.149
317	"ENSMUSG00000037416"	"Dmxl1"	chr18	+	50045673	50045864	50045709	50045864	50035846	50036095	317	3,0	13,24	0,1	8,1	75	39	0.95226556016531	0.999202115572178	0.107,0.0	0.0,0.342	-0.118
318	"ENSMUSG00000033022"	"Cdo1"	chr18	-	46848663	46848882	46848663	46848833	46853353	46853508	318	10,0	33,17	0,0	0,9	78	39	0.999202115572178	0.999202115572178	0.132,0.0	NA,0.0	0.066
319	"ENSMUSG00000033022"	"Cdo1"	chr18	-	46853353	46853505	46853353	46853447	46856384	46856462	319	11,1	11,0	6,7	0,0	78	39	0.0213812435834635	0.21333414551597	0.333,1.0	1.0,1.0	-0.334
320	"ENSMUSG00000033022"	"Cdo1"	chr18	-	46853353	46853508	46853353	46853447	46856384	46856462	320	9,22	11,0	14,35	0,0	78	39	0.0363209711300678	0.21333414551597	0.29,1.0	1.0,1.0	-0.355
321	"ENSMUSG00000033022"	"Cdo1"	chr18	-	46853353	46853508	46853353	46853505	46856384	46856462	321	1,22	3,1	8,28	0,0	42	39	0.0237288110369351	0.21333414551597	0.236,0.953	1.0,1.0	-0.405
323	"ENSMUSG00000032688"	"Malt1"	chr18	+	65581249	65581428	65581253	65581428	65580623	65580783	323	369,391	11,21	134,177	0,0	43	39	0.0205690898144723	0.21333414551597	0.968,0.944	1.0,1.0	-0.044
326	"ENSMUSG00000024588"	"Fech"	chr18	-	64608127	64608371	64608127	64608276	64611721	64611841	326	0,0	38,39	0,1	16,18	78	39	0.0603300090213782	0.213630737405146	0.0,0.0	0.0,0.027	-0.013
329	"ENSMUSG00000024384"	"Iws1"	chr18	+	32216318	32216511	32216321	32216511	32212723	32213038	329	0,1	5,0	1,0	0,0	42	39	0.0632585463402533	0.214500133649612	0.0,1.0	1.0,NA	-0.5
330	"ENSMUSG00000024384"	"Iws1"	chr18	+	32216318	32216511	32216321	32216511	32212723	32213630	330	95,77	14,5	21,36	0,0	42	39	0.0266939037688833	0.21333414551597	0.863,0.935	1.0,1.0	-0.101
342	"ENSMUSG00000096768"	"Erdr1y"	chrY	+	90797095	90797248	90797120	90797248	90796858	90796988	342	10,9	2,0	0,9	0,0	64	39	0.999202115572178	0.999202115572178	0.753,1.0	NA,1.0	-0.123
354	"ENSMUSG00000038524"	"Fchsd1"	chr18	-	38100812	38100954	38100812	38100948	38101266	38101334	354	0,0	0,10	0,3	14,11	45	39	0.015184053188914	0.21333414551597	NA,0.0	0.0,0.191	-0.096
355	"ENSMUSG00000038524"	"Fchsd1"	chr18	-	38101266	38101386	38101266	38101334	38101802	38101848	355	3,0	1,8	0,0	12,17	78	39	0.0300036725093054	0.21333414551597	0.6,0.0	0.0,0.0	0.3
356	"ENSMUSG00000075289"	"Carns1"	chr19	-	4219897	4220129	4219897	4220070	4220824	4220910	356	24,12	0,0	35,127	0,11	78	39	0.146787494245612	0.305889009909008	1.0,1.0	1.0,0.852	0.074
364	"ENSMUSG00000097154"	"Gm26510"	chr17	-	71181343	71182114	71181343	71181900	71182804	71182922	364	4,4	2,9	11,1	0,0	78	39	0.0269582203250053	0.21333414551597	0.5,0.182	1.0,1.0	-0.659
380	"ENSMUSG00000085287"	"4833418N02Rik"	chr17	-	87583873	87584736	87583873	87583902	87584839	87585010	380	6,15	4,11	42,6	0,0	78	39	0.0186742651591044	0.21333414551597	0.429,0.405	1.0,1.0	-0.583
442	"ENSMUSG00000092415"	"Gm20513"	chr17	-	34512055	34512331	34512055	34512328	34520185	34520321	442	0,0	6,0	13,0	0,0	42	39	0.0529308261801757	0.21333414551597	0.0,NA	1.0,NA	-1.0
468	"ENSMUSG00000121093"	"Gm56906"	chr17	+	21697735	21698393	21697932	21698393	21695325	21695389	468	638,576	24,8	156,130	0,0	78	39	0.0252979636256079	0.21333414551597	0.93,0.973	1.0,1.0	-0.048
493	"ENSMUSG00000121503"	"H2-K2"	chr17	-	34196844	34197020	34196844	34196985	34197096	34197497	493	20,28	0,3	22,36	0,0	74	39	0.0436788001951365	0.21333414551597	1.0,0.831	1.0,1.0	-0.085
494	"ENSMUSG00000121503"	"H2-K2"	chr17	-	34196844	34197020	34196844	34196946	34197227	34197497	494	64,79	0,0	45,55	0,7	78	39	0.184673614307575	0.354568286840878	1.0,1.0	1.0,0.797	0.101
511	"ENSMUSG00000024955"	"Esrra"	chr19	-	6891446	6891660	6891446	6891563	6897430	6897767	511	40,63	19,44	46,58	12,27	78	39	0.0742816769779179	0.226081535040368	0.513,0.417	0.657,0.518	-0.123
512	"ENSMUSG00000041168"	"Lonp1"	chr17	-	56925317	56927069	56925317	56925456	56927222	56927352	512	33,78	0,6	6,24	0,0	78	39	0.104220431163501	0.257523547778123	1.0,0.867	1.0,1.0	-0.067
513	"ENSMUSG00000071054"	"Safb"	chr17	+	56908047	56908130	56908055	56908130	56907821	56907971	513	166,163	19,4	132,123	4,2	47	39	0.0544485178076326	0.21333414551597	0.879,0.971	0.965,0.981	-0.048
514	"ENSMUSG00000071054"	"Safb"	chr17	+	56912550	56912657	56912556	56912657	56912283	56912399	514	38,13	141,132	36,24	100,44	45	39	0.0175819919299318	0.21333414551597	0.189,0.079	0.238,0.321	-0.145
515	"ENSMUSG00000042625"	"Safb2"	chr17	-	56869938	56870431	56869938	56870243	56870511	56870624	515	271,195	4,0	167,201	0,0	78	39	0.0541617685516634	0.21333414551597	0.971,1.0	1.0,1.0	-0.014
516	"ENSMUSG00000042625"	"Safb2"	chr17	-	56873878	56874018	56873878	56874015	56874532	56874624	516	30,33	200,171	20,53	211,132	42	39	0.791052658255815	0.90447266517422	0.122,0.152	0.081,0.272	-0.04
517	"ENSMUSG00000042625"	"Safb2"	chr17	-	56873878	56874018	56873878	56874015	56875894	56876022	517	7,0	24,57	7,0	30,4	42	39	0.999202115572178	0.999202115572178	0.213,0.0	0.178,0.0	0.018
518	"ENSMUSG00000036636"	"Clcn7"	chr17	+	25372534	25372799	25372705	25372799	25371989	25372128	518	96,97	168,190	23,66	69,93	78	39	0.795032456082823	0.908284942704308	0.222,0.203	0.143,0.262	0.01
520	"ENSMUSG00000034786"	"Gpsm3"	chr17	+	34809715	34809915	34809753	34809915	34809434	34809537	520	379,269	63,27	662,873	47,88	77	39	0.0555097590539217	0.21333414551597	0.753,0.835	0.877,0.834	-0.061
524	"ENSMUSG00000024163"	"Mapk8ip3"	chr17	-	25136968	25137113	25136968	25137110	25142789	25142881	524	58,88	12,9	38,4	17,3	42	39	0.0172281514462728	0.21333414551597	0.818,0.901	0.675,0.553	0.245
528	"ENSMUSG00000024201"	"Kdm4b"	chr17	+	56701768	56701889	56701789	56701889	56700717	56701106	528	6,15	7,3	8,24	0,0	60	39	0.0209529039525078	0.21333414551597	0.358,0.765	1.0,1.0	-0.439
529	"ENSMUSG00000024201"	"Kdm4b"	chr17	+	56703203	56703382	56703221	56703382	56701789	56701889	529	15,12	0,6	19,17	0,0	57	39	0.0390042511596962	0.21333414551597	1.0,0.578	1.0,1.0	-0.211
532	"ENSMUSG00000007570"	"Fance"	chr17	+	28537006	28537130	28537035	28537130	28536441	28536585	532	4,3	6,0	0,9	0,5	68	39	0.0124361062351311	0.21333414551597	0.277,1.0	NA,0.508	0.131
534	"ENSMUSG00000046711"	"Hmga1"	chr17	+	27779889	27779985	27779901	27779985	27778506	27778644	534	3,0	85,141	6,0	92,68	51	39	0.345758226612063	0.517071572775738	0.026,0.0	0.048,0.0	-0.011
535	"ENSMUSG00000046711"	"Hmga1"	chr17	+	27779889	27779985	27779905	27779985	27778506	27778644	535	4,0	0,1	6,7	0,0	55	39	0.0403317738652504	0.21333414551597	1.0,0.0	1.0,1.0	-0.5
536	"ENSMUSG00000046711"	"Hmga1"	chr17	+	27779901	27779985	27779905	27779985	27778506	27778644	536	86,141	0,1	92,75	0,0	43	39	0.311982326250745	0.485440349105234	1.0,0.992	1.0,1.0	-0.004
537	"ENSMUSG00000046711"	"Hmga1"	chr17	+	27779889	27779985	27779901	27779985	27778506	27778677	537	0,0	107,201	6,0	73,94	51	39	0.235400654601829	0.415254544402741	0.0,0.0	0.059,0.0	-0.029
538	"ENSMUSG00000046711"	"Hmga1"	chr17	+	27779889	27779985	27779905	27779985	27778506	27778677	538	1,0	0,11	6,7	0,0	55	39	0.0143541112915396	0.21333414551597	1.0,0.0	1.0,1.0	-0.5
539	"ENSMUSG00000046711"	"Hmga1"	chr17	+	27779901	27779985	27779905	27779985	27778506	27778677	539	108,201	0,11	73,101	0,0	43	39	0.0473704302965513	0.21333414551597	1.0,0.943	1.0,1.0	-0.028
540	"ENSMUSG00000046711"	"Hmga1"	chr17	+	27780434	27780485	27780438	27780485	27779901	27779985	540	267,495	9,20	174,295	15,23	43	39	0.0113741144660544	0.21333414551597	0.964,0.957	0.913,0.921	0.043
541	"ENSMUSG00000068036"	"Afdn"	chr17	+	14027538	14027654	14027541	14027654	14024200	14024396	541	8,9	0,2	5,0	1,0	42	39	0.0310500372551324	0.21333414551597	1.0,0.807	0.823,NA	0.081
543	"ENSMUSG00000077450"	"Rab11b"	chr17	-	33967483	33967564	33967483	33967559	33967840	33968034	543	312,291	1,0	258,251	5,14	44	39	0.011812133007468	0.21333414551597	0.996,1.0	0.979,0.941	0.038
544	"ENSMUSG00000077450"	"Rab11b"	chr17	-	33968755	33968951	33968755	33968893	33979016	33979037	544	119,176	3,0	197,123	0,0	78	39	0.05280684183896	0.21333414551597	0.952,1.0	1.0,1.0	-0.024
545	"ENSMUSG00000039220"	"Ppp1r10"	chr17	+	36234904	36235015	36234928	36235015	36234199	36234317	545	0,0	244,156	2,1	388,432	63	39	0.00247014466223971	0.193636476192477	0.0,0.0	0.003,0.001	-0.002
547	"ENSMUSG00000025728"	"Pigq"	chr17	-	26150647	26151205	26150647	26150801	26153731	26153852	547	26,35	13,0	14,21	9,0	78	39	0.675832093475335	0.804862404066723	0.5,1.0	0.438,1.0	0.031
549	"ENSMUSG00000025733"	"Rhot2"	chr17	-	26062914	26062958	26062914	26062955	26063062	26063144	549	51,20	0,5	6,2	0,0	42	39	0.352597402458189	0.523395509624609	1.0,0.788	1.0,1.0	-0.106
559	"ENSMUSG00000024397"	"Aif1"	chr17	-	35390738	35390915	35390738	35390780	35391103	35391170	559	5,6	11,5	0,0	3,0	78	39	0.162316780733119	0.326611615424993	0.185,0.375	0.0,NA	0.28
561	"ENSMUSG00000024393"	"Prrc2a"	chr17	-	35369792	35369881	35369792	35369878	35371593	35371761	561	144,174	87,64	78,87	31,16	42	39	0.0445214336295822	0.21333414551597	0.606,0.716	0.7,0.835	-0.106
562	"ENSMUSG00000024392"	"Bag6"	chr17	+	35361898	35361986	35361901	35361986	35361702	35361815	562	122,105	77,173	68,62	93,44	42	39	0.952202356684979	0.999202115572178	0.595,0.36	0.404,0.567	-0.008
563	"ENSMUSG00000024392"	"Bag6"	chr17	+	35365221	35365329	35365242	35365329	35365001	35365145	563	294,310	5,5	157,220	5,1	60	39	0.826210217599194	0.937039224566036	0.975,0.976	0.953,0.993	0.003
564	"ENSMUSG00000024387"	"Csnk2b"	chr17	-	35336671	35336898	35336671	35336861	35336971	35337047	564	12,12	274,309	30,28	222,113	76	39	0.0117081174808999	0.21333414551597	0.022,0.02	0.065,0.113	-0.068
